label,product,szenariodate,memory_total (MB),memory_rss (MB),memory_cache(MB),memory_swap(MB),memory_pgpgin (pages),memory_pgpgout (pages),memory_quota (MB)
Jasper-2b,Jasper,2b, 1.517976494E12,1317.14,1019.45,0.03,297.67,1495855,1271661,1024.00
Jasper-2b,Jasper,2b, 1.517976515E12,1319.26,1021.76,0.03,297.47,1498590,1273804,1024.00
Jasper-2b,Jasper,2b, 1.517976535E12,1321.61,1023.43,0.05,298.13,1501145,1275926,1024.00
Jasper-2b,Jasper,2b, 1.517976556E12,1321.93,1022.32,0.02,299.59,1504301,1279374,1024.00
Jasper-2b,Jasper,2b, 1.517976578E12,1323.30,1023.40,0.04,299.86,1507520,1282311,1024.00
Jasper-2b,Jasper,2b, 1.517976599E12,1324.38,1023.23,0.03,301.12,1509930,1284768,1024.00
Jasper-2b,Jasper,2b, 1.517976619E12,1324.39,1023.34,0.03,301.02,1509976,1284785,1024.00
Jasper-2b,Jasper,2b, 1.517976641E12,1324.39,1023.35,0.03,301.01,1509995,1284802,1024.00
Jasper-2b,Jasper,2b, 1.517976662E12,1320.36,1019.38,0.03,300.95,1509996,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976683E12,1320.36,1019.38,0.03,300.95,1509996,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976704E12,1320.36,1019.38,0.03,300.95,1509996,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976724E12,1320.36,1019.38,0.03,300.95,1509996,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976745E12,1320.36,1019.38,0.03,300.95,1509996,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976766E12,1320.36,1019.38,0.03,300.95,1509996,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976787E12,1320.36,1019.38,0.03,300.95,1509996,1285818,1024.00
Jasper-2b,Jasper,2b, 1.51797681E12,1320.36,1019.40,0.03,300.93,1510001,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976829E12,1320.36,1019.40,0.03,300.93,1510001,1285818,1024.00
Jasper-2b,Jasper,2b, 1.51797685E12,1320.36,1019.40,0.03,300.93,1510001,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976871E12,1320.36,1019.40,0.03,300.93,1510001,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976893E12,1320.36,1019.41,0.03,300.92,1510003,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976915E12,1320.36,1019.41,0.03,300.92,1510003,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976935E12,1320.36,1019.41,0.03,300.92,1510003,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976956E12,1320.36,1019.41,0.03,300.92,1510003,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976977E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517976998E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517977018E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517977039E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.51797706E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517977081E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517977102E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517977123E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517977144E12,1320.36,1019.44,0.03,300.89,1510010,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517977166E12,1320.36,1019.45,0.03,300.88,1510014,1285818,1024.00
Jasper-2b,Jasper,2b, 1.517977187E12,1320.36,1019.45,0.03,300.88,1510014,1285818,1024.00
Jasper-2c,Jasper,2c, 1.517977208E12,1326.50,1023.58,0.03,302.89,1518173,1292920,1024.00
Jasper-2c,Jasper,2c, 1.51797723E12,1317.53,1016.93,0.03,300.56,1527069,1303518,1024.00
Jasper-2c,Jasper,2c, 1.51797725E12,1318.36,1018.70,0.03,299.64,1528621,1304619,1024.00
Jasper-2c,Jasper,2c, 1.517977271E12,1319.09,1021.36,0.03,297.69,1530741,1306056,1024.00
Jasper-2c,Jasper,2c, 1.517977292E12,1321.79,1003.77,2.55,315.46,1543438,1322610,1024.00
Jasper-2c,Jasper,2c, 1.517977313E12,1322.41,1005.35,2.55,314.50,1545917,1324685,1024.00
Jasper-2c,Jasper,2c, 1.517977335E12,1322.34,1006.29,2.55,313.50,1548697,1327226,1024.00
Jasper-2c,Jasper,2c, 1.517977355E12,1323.25,1007.80,2.55,312.90,1550803,1328944,1024.00
Jasper-2c,Jasper,2c, 1.517977376E12,1322.73,1007.46,2.55,312.71,1551902,1330130,1024.00
Jasper-2c,Jasper,2c, 1.517977398E12,1322.93,1008.12,2.55,312.25,1553895,1331954,1024.00
Jasper-2c,Jasper,2c, 1.517977418E12,1323.22,1009.05,2.55,311.61,1556018,1333838,1024.00
Jasper-2c,Jasper,2c, 1.517977439E12,1323.74,1009.98,2.55,311.20,1558004,1335586,1024.00
Jasper-2c,Jasper,2c, 1.517977461E12,1323.75,1010.12,2.55,311.07,1559742,1337290,1024.00
Jasper-2c,Jasper,2c, 1.517977482E12,1323.51,1010.81,2.55,310.14,1561954,1339325,1024.00
Jasper-2c,Jasper,2c, 1.517977503E12,1323.55,1010.96,2.55,310.03,1563203,1340534,1024.00
Jasper-2c,Jasper,2c, 1.517977524E12,1323.84,1011.51,2.56,309.76,1565162,1342351,1024.00
Jasper-2c,Jasper,2c, 1.517977544E12,1323.87,1012.09,2.55,309.23,1567791,1344835,1024.00
Jasper-2c,Jasper,2c, 1.517977566E12,1323.93,1012.32,2.55,309.05,1569692,1346675,1024.00
Jasper-2c,Jasper,2c, 1.517977587E12,1324.29,1012.84,2.55,308.89,1571327,1348177,1024.00
Jasper-2c,Jasper,2c, 1.517977606E12,1327.31,1016.61,2.55,308.14,1574554,1350440,1024.00
Jasper-2c,Jasper,2c, 1.517977627E12,1328.22,1023.82,0.03,304.37,1579579,1354266,1024.00
Jasper-2c,Jasper,2c, 1.517977648E12,1332.30,1023.11,0.03,309.16,1584552,1359420,1024.00
Jasper-2c,Jasper,2c, 1.51797767E12,1335.34,1023.84,0.03,311.47,1587437,1362118,1024.00
Jasper-2c,Jasper,2c, 1.517977691E12,1338.04,1023.74,0.03,314.27,1590118,1364824,1024.00
Jasper-2c,Jasper,2c, 1.517977712E12,1340.55,1023.82,0.03,316.70,1593061,1367747,1024.00
Jasper-2c,Jasper,2c, 1.517977733E12,1343.27,1023.51,0.03,319.73,1596260,1371026,1024.00
Jasper-2c,Jasper,2c, 1.517977756E12,1346.30,1023.59,0.03,322.68,1600027,1374771,1024.00
Jasper-2c,Jasper,2c, 1.517977776E12,1347.00,1023.83,0.03,323.14,1602409,1377093,1024.00
Jasper-2c,Jasper,2c, 1.517977796E12,1348.77,1023.65,0.03,325.09,1605161,1379891,1024.00
Jasper-2c,Jasper,2c, 1.517977816E12,1349.05,1023.41,0.03,325.61,1605951,1380742,1024.00
Jasper-2c,Jasper,2c, 1.517977838E12,1349.05,1023.41,0.03,325.61,1605951,1380742,1024.00
Jasper-2c,Jasper,2c, 1.517977859E12,1347.79,1022.17,0.03,325.59,1605954,1381062,1024.00
Jasper-2c,Jasper,2c, 1.51797788E12,1344.97,1019.44,0.03,325.50,1605972,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517977901E12,1344.97,1019.44,0.03,325.50,1605972,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517977922E12,1344.97,1019.44,0.03,325.50,1605972,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517977943E12,1344.97,1019.44,0.03,325.50,1605972,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517977964E12,1344.97,1019.44,0.03,325.50,1605972,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517977984E12,1344.97,1021.89,0.03,323.05,1606600,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978006E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978027E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978047E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978069E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978091E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978111E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978132E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978153E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978174E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978195E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978216E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978238E12,1344.97,1021.90,0.03,323.04,1606603,1381780,1024.00
Jasper-2c,Jasper,2c, 1.517978259E12,1344.97,1023.69,0.03,321.25,1611639,1386358,1024.00
Jasper-2c,Jasper,2c, 1.517978278E12,1344.97,1023.69,0.03,321.25,1611639,1386358,1024.00
Jasper-2c,Jasper,2c, 1.517978299E12,1344.97,1023.69,0.03,321.25,1611639,1386358,1024.00
Jasper-2c,Jasper,2c, 1.517978321E12,1344.97,1023.69,0.03,321.25,1611639,1386358,1024.00
Jasper-2c,Jasper,2c, 1.517978342E12,1344.97,1023.69,0.03,321.25,1611639,1386358,1024.00
Jasper-2c,Jasper,2c, 1.517978362E12,1344.97,1023.69,0.03,321.25,1611639,1386358,1024.00
Jasper-2c,Jasper,2c, 1.517978383E12,1344.97,1023.69,0.03,321.25,1611639,1386358,1024.00
Jasper-3a,Jasper,3a, 1.517978405E12,1345.80,1023.88,0.07,321.86,1619934,1394597,1024.00
Jasper-3a,Jasper,3a, 1.517978427E12,1347.95,1023.71,0.03,324.21,1635725,1410440,1024.00
Jasper-3a,Jasper,3a, 1.517978447E12,1329.26,1023.62,0.07,305.57,1672736,1447464,1024.00
Jasper-3a,Jasper,3a, 1.517978468E12,1329.64,1023.62,0.05,305.96,1688304,1463034,1024.00
Jasper-3a,Jasper,3a, 1.51797849E12,1329.65,1023.81,0.06,305.78,1699346,1474027,1024.00
Jasper-3a,Jasper,3a, 1.51797851E12,1329.93,1023.79,0.07,306.07,1702798,1477482,1024.00
Jasper-3a,Jasper,3a, 1.517978532E12,1330.21,1023.75,0.07,306.38,1705730,1480423,1024.00
Jasper-3a,Jasper,3a, 1.517978554E12,1330.11,1023.60,0.07,306.44,1706948,1481680,1024.00
Jasper-3a,Jasper,3a, 1.517978574E12,1330.43,1023.66,0.15,306.63,1708564,1483262,1024.00
Jasper-3a,Jasper,3a, 1.517978596E12,1329.80,1023.64,0.09,306.07,1709541,1484260,1024.00
Jasper-3a,Jasper,3a, 1.517978617E12,1329.82,1023.36,0.11,306.35,1710749,1485533,1024.00
Jasper-3a,Jasper,3a, 1.517978637E12,1330.18,1023.74,0.11,306.33,1712551,1487239,1024.00
Jasper-3a,Jasper,3a, 1.517978659E12,1330.04,1023.30,0.07,306.67,1715635,1490444,1024.00
Jasper-3a,Jasper,3a, 1.517978678E12,1330.11,1023.76,0.07,306.29,1717162,1491855,1024.00
Jasper-3a,Jasper,3a, 1.517978699E12,1331.03,1023.71,0.09,307.23,1719784,1494482,1024.00
Jasper-3a,Jasper,3a, 1.51797872E12,1330.12,1023.75,0.05,306.32,1722926,1497626,1024.00
Jasper-3a,Jasper,3a, 1.517978741E12,1332.28,1023.57,0.07,308.64,1726593,1501332,1024.00
Jasper-3a,Jasper,3a, 1.517978761E12,1336.75,1023.78,0.08,312.89,1732466,1507151,1024.00
Jasper-3a,Jasper,3a, 1.517978783E12,1341.46,1023.55,0.06,317.86,1736603,1511351,1024.00
Jasper-3a,Jasper,3a, 1.517978804E12,1346.09,1023.84,0.03,322.22,1741241,1515921,1024.00
Jasper-3a,Jasper,3a, 1.517978825E12,1349.88,1023.75,0.03,326.11,1744394,1519099,1024.00
Jasper-3a,Jasper,3a, 1.517978847E12,1353.89,1023.81,0.03,330.05,1747855,1522544,1024.00
Jasper-3a,Jasper,3a, 1.517978867E12,1357.97,1023.82,0.03,334.12,1751352,1526038,1024.00
Jasper-3a,Jasper,3a, 1.517978888E12,1362.29,1023.76,0.03,338.50,1754993,1529694,1024.00
Jasper-3a,Jasper,3a, 1.517978909E12,1366.27,1023.25,0.03,342.98,1758802,1533634,1024.00
Jasper-3a,Jasper,3a, 1.51797893E12,1371.93,1023.76,0.03,348.14,1763378,1538080,1024.00
Jasper-3a,Jasper,3a, 1.517978951E12,1375.55,1023.84,0.07,351.64,1766765,1541437,1024.00
Jasper-3a,Jasper,3a, 1.517978972E12,1379.36,1023.93,0.05,355.39,1769983,1544638,1024.00
Jasper-3a,Jasper,3a, 1.517978993E12,1384.69,1023.64,0.05,361.00,1781433,1556160,1024.00
Jasper-3a,Jasper,3a, 1.517979014E12,1385.63,1023.78,0.03,361.82,1782951,1557648,1024.00
Jasper-3a,Jasper,3a, 1.517979034E12,1385.63,1023.78,0.03,361.82,1782951,1557648,1024.00
Jasper-3a,Jasper,3a, 1.517979056E12,1385.63,1023.78,0.03,361.82,1782951,1557648,1024.00
Jasper-3a,Jasper,3a, 1.517979077E12,1384.75,1023.05,0.03,361.67,1782985,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979097E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979118E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979139E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.51797916E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979181E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979202E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979224E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979244E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979266E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979287E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979308E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979329E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979349E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979372E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979392E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979413E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979434E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979455E12,1384.75,1023.05,0.03,361.67,1782986,1557868,1024.00
Jasper-3a,Jasper,3a, 1.517979477E12,1384.75,1023.74,0.03,360.98,1783935,1558641,1024.00
Jasper-3a,Jasper,3a, 1.517979497E12,1384.75,1023.74,0.03,360.98,1783935,1558641,1024.00
Jasper-3a,Jasper,3a, 1.517979518E12,1384.75,1023.74,0.03,360.98,1783935,1558641,1024.00
Jasper-3a,Jasper,3a, 1.51797954E12,1384.75,1023.84,0.03,360.88,1783961,1558641,1024.00
Jasper-3a,Jasper,3a, 1.51797956E12,1384.75,1023.84,0.03,360.88,1783961,1558641,1024.00
Jasper-3a,Jasper,3a, 1.517979581E12,1384.75,1023.84,0.03,360.88,1783961,1558641,1024.00
Jasper-3b,Jasper,3b, 1.517979602E12,1384.94,1023.91,0.03,361.00,1784408,1559070,1024.00
Jasper-3b,Jasper,3b, 1.517979624E12,1389.32,1023.53,0.06,365.73,1794164,1568916,1024.00
Jasper-3b,Jasper,3b, 1.517979645E12,1336.77,977.17,0.10,359.50,1812106,1598717,1024.00
Jasper-3b,Jasper,3b, 1.517979666E12,1336.43,988.32,0.05,348.06,1816533,1600304,1024.00
Jasper-3b,Jasper,3b, 1.517979686E12,1336.46,993.21,0.09,343.16,1819270,1601776,1024.00
Jasper-3b,Jasper,3b, 1.517979708E12,1336.33,996.62,0.05,339.66,1821541,1603185,1024.00
Jasper-3b,Jasper,3b, 1.517979729E12,1336.39,1001.98,0.06,334.36,1825121,1605391,1024.00
Jasper-3b,Jasper,3b, 1.51797975E12,1336.43,1005.86,0.09,330.47,1827881,1607148,1024.00
Jasper-3b,Jasper,3b, 1.517979771E12,1336.37,1009.11,0.03,327.23,1829850,1608302,1024.00
Jasper-3b,Jasper,3b, 1.517979792E12,1336.41,1012.67,0.03,323.71,1832325,1609866,1024.00
Jasper-3b,Jasper,3b, 1.517979812E12,1336.62,1020.29,0.07,316.26,1836433,1612013,1024.00
Jasper-3b,Jasper,3b, 1.517979833E12,1336.64,1023.69,0.03,312.92,1839614,1614334,1024.00
Jasper-3b,Jasper,3b, 1.517979855E12,1337.28,1023.88,0.03,313.38,1844483,1619156,1024.00
Jasper-3b,Jasper,3b, 1.517979876E12,1337.09,1023.68,0.05,313.36,1849144,1623862,1024.00
Jasper-3b,Jasper,3b, 1.517979896E12,1336.72,1023.81,0.09,312.81,1853109,1627781,1024.00
Jasper-3b,Jasper,3b, 1.517979918E12,1336.71,1023.62,0.09,313.01,1856641,1631364,1024.00
Jasper-3b,Jasper,3b, 1.517979939E12,1336.76,1023.59,0.08,313.10,1860900,1635634,1024.00
Jasper-3b,Jasper,3b, 1.51797996E12,1336.73,1023.73,0.05,312.95,1864431,1639135,1024.00
Jasper-3b,Jasper,3b, 1.517979981E12,1337.05,1023.82,0.09,313.13,1868229,1642899,1024.00
Jasper-3b,Jasper,3b, 1.517980002E12,1337.85,1023.59,0.03,314.23,1872243,1646989,1024.00
Jasper-3b,Jasper,3b, 1.517980023E12,1340.64,1023.74,0.03,316.87,1876690,1651396,1024.00
Jasper-3b,Jasper,3b, 1.517980044E12,1343.36,1023.77,0.06,319.53,1880635,1655326,1024.00
Jasper-3b,Jasper,3b, 1.517980064E12,1346.88,1023.82,0.09,322.97,1889540,1664211,1024.00
Jasper-3b,Jasper,3b, 1.517980086E12,1350.17,1023.62,0.06,326.48,1896873,1671602,1024.00
Jasper-3b,Jasper,3b, 1.517980106E12,1352.87,1023.62,0.06,329.18,1901715,1676444,1024.00
Jasper-3b,Jasper,3b, 1.517980128E12,1356.30,1023.87,0.08,332.36,1908136,1682798,1024.00
Jasper-3b,Jasper,3b, 1.517980148E12,1359.71,1023.88,0.02,335.82,1919942,1694618,1024.00
Jasper-3b,Jasper,3b, 1.51798017E12,1362.73,1023.81,0.02,338.90,1939577,1714268,1024.00
Jasper-3b,Jasper,3b, 1.517980191E12,1365.57,1023.74,0.09,341.74,1954868,1729559,1024.00
Jasper-3b,Jasper,3b, 1.51798021E12,1366.11,1023.83,0.03,342.25,1962088,1736772,1024.00
Jasper-3b,Jasper,3b, 1.517980231E12,1366.11,1023.83,0.03,342.25,1962088,1736772,1024.00
Jasper-3b,Jasper,3b, 1.517980252E12,1366.11,1023.83,0.03,342.25,1962088,1736772,1024.00
Jasper-3b,Jasper,3b, 1.517980274E12,1365.18,1022.95,0.03,342.19,1962104,1737012,1024.00
Jasper-3b,Jasper,3b, 1.517980295E12,1365.18,1022.95,0.03,342.19,1962104,1737012,1024.00
Jasper-3b,Jasper,3b, 1.517980315E12,1365.18,1022.95,0.03,342.19,1962104,1737012,1024.00
Jasper-3b,Jasper,3b, 1.517980336E12,1365.18,1023.74,0.03,341.40,1963122,1737828,1024.00
Jasper-3b,Jasper,3b, 1.517980357E12,1365.18,1023.74,0.03,341.40,1963122,1737828,1024.00
Jasper-3b,Jasper,3b, 1.517980379E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.5179804E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980423E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980442E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980463E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980485E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980506E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980526E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980547E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980569E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.51798059E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980611E12,1365.17,1023.86,0.02,341.29,1963454,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980632E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980651E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980673E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980693E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980714E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980735E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980756E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980778E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3b,Jasper,3b, 1.517980798E12,1365.17,1023.86,0.02,341.29,1963455,1738133,1024.00
Jasper-3c,Jasper,3c, 1.51798082E12,1375.33,1020.50,0.00,354.83,1991982,1768037,1024.00
Jasper-3c,Jasper,3c, 1.517980841E12,1344.94,1023.14,0.03,321.76,2030242,1805612,1024.00
Jasper-3c,Jasper,3c, 1.517980862E12,1345.68,1023.63,0.06,321.99,2053943,1829181,1024.00
Jasper-3c,Jasper,3c, 1.517980883E12,1345.59,1023.81,0.05,321.74,2059132,1834328,1024.00
Jasper-3c,Jasper,3c, 1.517980904E12,1348.09,1006.18,2.69,339.22,2072541,1851573,1024.00
Jasper-3c,Jasper,3c, 1.517980925E12,1349.05,1010.31,2.66,336.09,2075444,1853427,1024.00
Jasper-3c,Jasper,3c, 1.517980946E12,1348.21,1011.64,2.66,333.91,2077896,1855538,1024.00
Jasper-3c,Jasper,3c, 1.517980968E12,1346.30,1023.63,0.03,322.64,2083469,1858715,1024.00
Jasper-3c,Jasper,3c, 1.517980988E12,1346.39,1023.66,0.03,322.70,2085541,1860779,1024.00
Jasper-3c,Jasper,3c, 1.517981011E12,1346.45,1023.72,0.06,322.66,2087905,1863119,1024.00
Jasper-3c,Jasper,3c, 1.517981032E12,1346.48,1023.54,0.03,322.91,2089686,1864956,1024.00
Jasper-3c,Jasper,3c, 1.517981053E12,1346.57,1023.50,0.03,323.04,2091673,1866952,1024.00
Jasper-3c,Jasper,3c, 1.517981073E12,1346.77,1023.75,0.03,323.00,2094703,1869919,1024.00
Jasper-3c,Jasper,3c, 1.517981095E12,1346.72,1023.81,0.03,322.88,2098059,1873258,1024.00
Jasper-3c,Jasper,3c, 1.517981116E12,1346.72,1023.87,0.04,322.82,2100600,1875784,1024.00
Jasper-3c,Jasper,3c, 1.517981137E12,1346.78,1023.64,0.07,323.07,2103190,1878423,1024.00
Jasper-3c,Jasper,3c, 1.517981157E12,1346.77,1023.88,0.05,322.84,2105062,1880241,1024.00
Jasper-3c,Jasper,3c, 1.517981179E12,1346.78,1023.70,0.03,323.05,2106907,1882136,1024.00
Jasper-3c,Jasper,3c, 1.517981201E12,1347.90,963.96,0.03,383.91,2115919,1906440,1024.00
Jasper-3c,Jasper,3c, 1.51798122E12,1349.83,1010.38,0.06,339.39,2128588,1907219,1024.00
Jasper-3c,Jasper,3c, 1.51798124E12,1353.18,1016.86,0.06,336.26,2131639,1908610,1024.00
Jasper-3c,Jasper,3c, 1.517981261E12,1357.22,1023.57,0.03,333.62,2137728,1912989,1024.00
Jasper-3c,Jasper,3c, 1.517981282E12,1361.05,1023.64,0.03,337.39,2143765,1919009,1024.00
Jasper-3c,Jasper,3c, 1.517981303E12,1365.78,1023.62,0.03,342.12,2148233,1923480,1024.00
Jasper-3c,Jasper,3c, 1.517981324E12,1370.96,1023.77,0.06,347.12,2152932,1928133,1024.00
Jasper-3c,Jasper,3c, 1.517981345E12,1375.30,1023.88,0.06,351.36,2157467,1932641,1024.00
Jasper-3c,Jasper,3c, 1.517981366E12,1380.08,1023.85,0.05,356.19,2162853,1938039,1024.00
Jasper-3c,Jasper,3c, 1.517981386E12,1380.94,1023.35,0.04,357.56,2166839,1942156,1024.00
Jasper-3c,Jasper,3c, 1.517981407E12,1383.52,1023.77,0.03,359.72,2169691,1944902,1024.00
Jasper-3c,Jasper,3c, 1.517981428E12,1383.52,1023.77,0.03,359.72,2169691,1944902,1024.00
Jasper-3c,Jasper,3c, 1.517981449E12,1383.52,1023.93,0.03,359.55,2169734,1944902,1024.00
Jasper-3c,Jasper,3c, 1.517981471E12,1380.14,1020.66,0.03,359.45,2169755,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981491E12,1380.14,1020.66,0.03,359.45,2169755,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981513E12,1380.14,1020.66,0.03,359.45,2169755,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981533E12,1380.14,1020.66,0.03,359.45,2169755,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981556E12,1380.14,1020.66,0.03,359.45,2169755,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981577E12,1380.14,1020.66,0.03,359.45,2169755,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981596E12,1380.14,1020.66,0.03,359.45,2169755,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981618E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.51798164E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.51798166E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
Jasper-3c,Jasper,3c, 1.517981681E12,1380.14,1021.17,0.03,358.93,2169886,1945761,1024.00
